TokenSemantics,DependencyParse,ConstituencyParse,PartOfSpeechSequence,ttr,log_ttr,root_ttr,maas_ttr,mattr,msttr,hdd,mtld,mtld_ma_bid,mtld_ma_wrap,unique_unigrams,unique_bigrams,unique_trigrams
82.88659836981523,9.36642692945995,5.131329466044505,3.2482459150127734,0.6606498194945848,0.9262926630491698,10.995404356707807,0.03017725587101285,0.8377192982456138,0.8240000000000001,0.8540434715981967,143.44312563756228,138.75842696629212,147.42960288808663,195,311,324
93.22095394221175,11.090222589304505,5.9197400575211025,3.5311554289598566,0.5009140767824497,0.890343990775478,11.71539401976695,0.04004986004495775,0.8393975903614428,0.826,0.8449654163075048,150.52432127449492,161.2034367171236,159.29067641681903,288,486,557
97.06287118901072,12.546416075170306,6.384405437014801,3.6281525835605684,0.39285714285714285,0.8605404597450493,11.194705381180363,0.04793155342374428,0.8481258191349929,0.8375000000000001,0.8432020489013825,173.03740720692855,175.5655306427504,175.5985221674877,340,605,722
100.06251044811371,13.46717993424357,6.589815500469015,3.6697439800478207,0.32564575645756455,0.8394563836099236,10.72161144742339,0.052896892076631945,0.8483671497584543,0.8438095238095238,0.8396939728382149,182.73670054597721,175.47837011210828,174.3828413284133,382,706,868
101.83169020121265,15.107038282284762,6.886175420080747,4.390685759340441,0.28338278931750743,0.8250221114070944,10.404432974424306,0.05590901802412918,0.8494072363356455,0.8453846153846155,0.839412816231399,189.76590076590077,177.52685787722112,178.18768545994067,423,825,1042
102.89963935434537,16.294147762620618,7.122137336102121,4.440571205359769,0.2554112554112554,0.8152653357353586,10.270581701386172,0.05757287605254842,0.850484693877553,0.849375,0.8398085593237278,182.7606117007974,180.5898826139245,180.86270871985158,461,926,1199
103.71278892682763,16.745525192862743,7.277577931248722,4.56913010702715,0.22983014861995754,0.80501458684444,9.975793419695579,0.059536060085548584,0.849940054495911,0.8491891891891892,0.8384556873265231,188.4,180.90735580209264,180.47770700636943,483,989,1308
104.64013895414571,16.9056648821098,7.349167333454452,4.584964955660577,0.2111163007940215,0.7971912411548195,9.768549941465094,0.06089225482977247,0.8510707456978932,0.8509523809523811,0.8383973158748356,180.8224156130198,182.668787286796,183.8042970574498,503,1046,1396
105.48687535984357,17.160171406396124,7.417650284413335,4.991532956851076,0.1970954356846473,0.7914488827019599,9.675760019254687,0.061664715071708086,0.8511478187208762,0.8512500000000003,0.8379010348112086,180.52474426690424,183.36025727130215,182.6149377593361,527,1113,1502
106.30164080141955,17.18889275196467,7.65050981180727,5.238411337498619,0.18086696562032886,0.7833278607663589,9.356260543627414,0.0632160517466844,0.8509250095165651,0.8509433962264153,0.8373394671927126,180.9108363163033,181.55689677335602,180.76046337817638,538,1158,1581
106.83476205230862,17.466888526039842,7.542406942440752,5.234721851880428,0.16984343090537782,0.7779873853879244,9.206077993466248,0.0640165222327837,0.851851851851869,0.8513793103448278,0.8366947298069114,178.99406399485747,180.92176971373124,179.82743362831857,557,1208,1663
107.23503797275218,17.534119287540488,7.5691406094613045,5.215336640048654,0.1595512620754129,0.7726709330640839,9.038265662316604,0.06483317085119701,0.8512025316455971,0.8506250000000004,0.8359725482008473,181.415333474157,179.37953559375205,178.08008725459644,573,1250,1745
107.7087037169098,17.828819401107133,7.6546300898689665,5.202766725194419,0.15256188831318365,0.7693891016009519,8.992096574547414,0.06512905463007763,0.8516145985401814,0.8524637681159425,0.8361654839275321,183.81777378815082,179.41042652383652,178.4202648244099,595,1315,1846
107.98881106282433,18.054210911078375,7.552272807283543,5.198581769259537,0.14538152610441768,0.7655591694806612,8.884940555496069,0.06562759203174458,0.8518285404232653,0.8521621621621626,0.8365941586493872,176.85982787344017,180.03592148312276,178.11111111111111,610,1364,1938
108.16704058672501,18.1738582925503,7.450419694743448,5.198961702805808,0.1398898898898899,0.7628255140583594,8.84298866042745,0.06585206798653986,0.852642513301289,0.8524050632911396,0.8372247269844738,183.1786191749427,180.4904294106294,179.69444444444446,626,1413,2024
108.58843629433656,18.22819797297044,7.432538992844896,5.209101803168477,0.1333176581236774,0.7588355506527553,8.69431493311147,0.06646037319530242,0.8530970504282162,0.8520000000000005,0.8373429249796064,186.08180280772285,181.7966965458827,180.8182459440395,638,1451,2090
108.98367669062443,18.41268581934419,7.488130326892102,5.212770986731319,0.12813123475947683,0.755807781493453,8.605803488982167,0.06682375127981041,0.8532227700583265,0.8522222222222225,0.837139998104265,178.7822952250084,181.07293385111427,179.80735978718687,655,1505,2179
109.2792950949053,18.451713519983755,7.42869482776419,5.225480064927858,0.12232480067142258,0.7519175450996068,8.44484214129781,0.06744754361472698,0.8532965868137133,0.8528421052631582,0.837100006611125,184.0324518613607,180.56052099722424,179.60490977759127,662,1531,2238
109.48965381584239,18.62392930637604,7.442448538300956,5.223038619364593,0.11802106099741705,0.7493020330595564,8.372843616864328,0.06772276815046786,0.853117977528146,0.8528000000000001,0.8371014431142402,181.78739623243933,179.4875554635917,177.97258096562686,675,1580,2333
109.63879614726159,18.65427408607415,7.367890897738431,5.225309674328983,0.113567649281935,0.7462830779603628,8.26160742340393,0.06813717115257419,0.8536334159832641,0.8533333333333335,0.8371886086733642,182.8458860637766,179.30864409418294,178.2154195011338,685,1621,2413
110.01664995209575,18.612046654092048,7.342397959799338,5.225539459909317,0.1104713925872616,0.7445204320314883,8.235862738570782,0.0682203271107632,0.8537157378835046,0.8536936936936939,0.8371763024603294,180.0407222499584,177.8707325219898,176.7840949982008,699,1665,2489
