normalized_TokenSemantics,normalized_DependencyParse,normalized_ConstituencyParse,normalized_PartOfSpeechSequence,normalized_unique_unigrams,normalized_unique_bigrams,normalized_unique_trigrams
0.26081578302222,0.6513149750602868,0.5305385556923359,0.22782961480171904,0.5054151624548736,0.8623188405797102,0.9454545454545454
0.25728698764117863,0.6864151045279275,0.46802170719831176,0.1865038564207941,0.5510204081632653,0.9215017064846417,0.9897260273972602
0.2582169711186418,0.7919245793919701,0.41086100637222517,0.18450096078218509,0.5664335664335665,0.9298245614035088,0.9894366197183099
0.25955148521960875,0.8032589579421078,0.42600359265031873,0.18779281294738404,0.584192439862543,0.9448275862068966,0.9930795847750865
0.25899861517576456,0.7745887061941138,0.3970921017127438,0.18609607608706327,0.589041095890411,0.9518900343642611,0.993103448275862
0.26336301720457556,0.6750807825603384,0.4405329880623087,0.22810497086968104,0.5868055555555556,0.9303135888501742,0.9825174825174825
0.26205935464784436,0.6750877541389488,0.42937379079502974,0.2256814787888661,0.5743944636678201,0.9305555555555556,0.9825783972125436
0.2587764802307399,0.6837101548967015,0.4354342193053374,0.22891253808998238,0.5758620689655173,0.9307958477508651,0.9826388888888888
0.25226352516227607,0.5966707251964073,0.4894945895512747,0.22606671623587904,0.5666666666666667,0.9364548494983278,0.9899328859060402
0.25198256131463287,0.6512024275851341,0.4772700316364843,0.22678100772107346,0.5652173913043478,0.9362416107382551,0.9932659932659933
0.25687968535454136,0.6828315798377775,0.47317771440283657,0.22022180249141948,0.5796610169491525,0.9285714285714286,0.9931740614334471
0.25640543151987527,0.6425743129426873,0.49287695267667114,0.22153552322303124,0.5694915254237288,0.9183673469387755,0.9897610921501706
0.25629657240845455,0.656087487075421,0.41660741396189427,0.2084270707056237,0.5709459459459459,0.9220338983050848,0.9897959183673469
0.2513223710982087,0.6332918292310482,0.42564578626967275,0.20303558756362675,0.5723684210526315,0.9141914191419142,0.9867549668874173
0.2538209010278149,0.6525735857470326,0.4715037296037108,0.21088937939240918,0.5767918088737202,0.9315068493150684,0.993127147766323
0.2572202469019976,0.7206368105437426,0.4577782500940278,0.2028049152618012,0.5773195876288659,0.9344827586206896,0.9930795847750865
0.2590680715596693,0.7058571158029994,0.49114887996180845,0.20480199435635335,0.5827586206896552,0.9342560553633218,0.9930555555555556
0.25580172148859276,0.7078613793727828,0.4638170939650491,0.20167319310884413,0.5910652920962199,0.9379310344827586,0.9965397923875432
0.2517207010316843,0.6979961481895488,0.45788407819863186,0.20168211742843753,0.5907590759075908,0.9437086092715232,0.9933554817275747
0.2550543344889903,0.7109898186164597,0.3790614660116684,0.21014147659732385,0.6101694915254238,0.9591836734693877,0.9965870307167235
0.256383994823314,0.7697089060165931,0.3961148616440414,0.21073382344272737,0.5923344947735192,0.9405594405594405,0.9964912280701754
0.2561339794508896,0.740866862296339,0.3827459087525774,0.20601078882240845,0.5767918088737202,0.9212328767123288,0.9896907216494846
0.25556608971331385,0.7184866338557898,0.4870190636199662,0.20883591601978027,0.5958904109589042,0.9450171821305842,0.993103448275862
0.2509158145438717,0.6561888157638844,0.44008497674828867,0.2026232413577214,0.5785953177257525,0.9261744966442953,0.9865319865319865
0.2481596726875942,0.6089478388242392,0.366184385227525,0.20835838743330057,0.598705501618123,0.9318181818181818,0.993485342019544
0.24764794737443255,0.5900244912769324,0.31318602368184695,0.2073496131035052,0.5974025974025974,0.9348534201954397,0.9901960784313726
0.24405977085873337,0.6413607063050353,0.3418134090561577,0.2093657082971459,0.5917721518987342,0.946031746031746,0.9936305732484076
0.2398951545010102,0.6186953131957412,0.32438273591448313,0.21273447187183958,0.5893416927899686,0.940251572327044,0.9905362776025236
0.2419817346598164,0.6437081102019129,0.34203987667391017,0.20399511424267963,0.5838509316770186,0.9470404984423676,0.99375
0.2504237764706832,0.6468362350042555,0.39607986064415085,0.18924245539862486,0.5935483870967742,0.9320388349514563,0.9935064935064936
0.24700949429923236,0.6138199911883663,0.38337284560371976,0.1897178380506455,0.5859872611464968,0.9297124600638977,0.9935897435897436
0.24963413025638787,0.6489559019849528,0.3895091310444051,0.19131681318458033,0.6058631921824105,0.9313725490196079,0.9934426229508196
0.25132776276480995,0.6081889304214702,0.3728291831315009,0.18411661685399539,0.6,0.9407894736842105,0.9966996699669967
0.2523563699786546,0.6134373690916264,0.4007413877378388,0.19271562319095326,0.6118421052631579,0.9438943894389439,0.9966887417218543
0.2502601068979225,0.6552623873066714,0.41996201779822445,0.1875616640894256,0.6051779935275081,0.9448051948051948,0.996742671009772
0.2516659937908827,0.6212476102277897,0.3913141214643018,0.19009988550578236,0.6118421052631579,0.9471947194719472,0.9966887417218543
0.24821586392231867,0.6370265889411347,0.34582565582983854,0.1824306826267849,0.6229508196721312,0.9473684210526315,0.9966996699669967
0.24897299257376665,0.5807150010201492,0.38035608909877033,0.1787896666160094,0.6038961038961039,0.9413680781758957,0.9967320261437909
0.2515683190634325,0.5140169110720874,0.4076311411617872,0.17705389197265642,0.6118421052631579,0.9471947194719472,0.9966887417218543
0.2574722302800734,0.6519710712178419,0.44804910845185736,0.17882300935701484,0.608843537414966,0.9385665529010239,0.9965753424657534
0.24992064243249362,0.6999380324205428,0.4624624417064784,0.17869671424269112,0.6066666666666667,0.9464882943143813,1.0
0.25479336423378945,0.6339585887974617,0.45692690139299363,0.18265616940491944,0.608843537414966,0.9522184300341296,1.0
0.2602854187819413,0.6166468900688153,0.5475290412016232,0.28730437372843265,0.6310344827586207,0.9550173010380623,1.0
0.25816796104373096,0.5470228117941017,0.5569776096217217,0.28836156684071035,0.6275862068965518,0.9619377162629758,0.9965277777777778
0.26532051551718244,0.6654006337689151,0.4883282779703062,0.2858546500066253,0.6443661971830986,0.9611307420494699,1.0
0.2634767063867858,0.6756142110705127,0.4974932561210279,0.2885585401976334,0.6423611111111112,0.9512195121951219,1.0
0.26095409197005065,0.608131438059729,0.5421331444120988,0.2903746136307574,0.6177474402730375,0.952054794520548,0.9965635738831615
0.2616684728588941,0.6067448645388288,0.5028879637544679,0.2840394152706255,0.6254295532646048,0.9586206896551724,1.0
0.26176854520596854,0.6144528805848116,0.47004080645967855,0.28491343515248796,0.6275862068965518,0.9480968858131488,0.9965277777777778
0.25710692661126233,0.7568526858904375,0.5347912360873214,0.2991142429761536,0.6292517006802721,0.9556313993174061,0.9965753424657534
0.2523976883002079,0.7058688823325951,0.5023206604487246,0.2738274686924509,0.6302250803858521,0.9516129032258065,1.0
0.2553194333207882,0.7032962499578769,0.533765755123543,0.27072700745146056,0.6435643564356436,0.9635761589403974,0.9966777408637874
0.25295553194134296,0.6329858163356165,0.4988713679535428,0.28667011229943573,0.6201298701298701,0.9478827361563518,0.9967320261437909
0.24296484776598906,0.7136162901260329,0.5350089409058513,0.2867427496797261,0.6237942122186495,0.9516129032258065,0.9967637540453075
0.25215769056421355,0.730341510393118,0.39075917565254215,0.27948218738639913,0.6321070234113713,0.9530201342281879,0.9932659932659933
0.25162817934758575,0.6477597517567664,0.39954276990966225,0.26346203011796393,0.6291390728476821,0.946843853820598,0.99
0.24987042113155053,0.555249945527558,0.4331309252122806,0.26733194694138657,0.632996632996633,0.956081081081081,0.9932203389830508
0.25299461044306587,0.5757037582659978,0.3944489422552315,0.2704866750844165,0.622895622895623,0.9527027027027027,0.9932203389830508
0.251394414414124,0.6012984129850723,0.3834332681029164,0.2662362928283534,0.6317567567567568,0.9593220338983051,0.9965986394557823
0.2530220872578639,0.6761139435467695,0.3876547035784117,0.2766312453071911,0.62,0.9498327759197325,0.9966442953020134
0.249779563428807,0.6502652915603281,0.45795161046915017,0.2667806025062112,0.6138613861386139,0.9503311258278145,0.9933554817275747
0.25114654017411836,0.5990951624281043,0.4252938052192005,0.27756122128330424,0.6120401337792643,0.9496644295302014,0.9966329966329966
0.24990785437526697,0.5468470322292202,0.40457239766113845,0.27711197084959854,0.6158940397350994,0.946843853820598,0.9966666666666667
0.24472719436319745,0.5892912507568479,0.4274212775733948,0.30036941479443774,0.6109324758842444,0.9419354838709677,0.9967637540453075
0.2473085882188639,0.6931867159673679,0.4404447157242502,0.29971331665931816,0.6019417475728155,0.9415584415584416,0.996742671009772
0.24596363430778614,0.6500960671902571,0.42156717030125407,0.2926762697141067,0.6064516129032258,0.941747572815534,0.9967532467532467
0.2399433441386374,0.7548953169750607,0.449143865380472,0.28855027491850077,0.6144200626959248,0.9371069182389937,0.9936908517350158
0.24001064459294327,0.6583659938688403,0.4178148077714227,0.2838697088438255,0.593167701863354,0.940809968847352,0.990625
0.24217983143660787,0.6196223649590147,0.4115488781611729,0.2930981164162868,0.590625,0.9373040752351097,0.9937106918238994
0.24127135510142808,0.5716237779083221,0.4240985146582055,0.28507044030890866,0.6191950464396285,0.9503105590062112,0.9937694704049844
0.25045173193145637,0.6635436496385867,0.43221326499408413,0.2730869769510648,0.6198083067092651,0.9487179487179487,0.9935691318327974
0.2481881735670764,0.5828235532567433,0.3708335845834961,0.26419931314082123,0.6006389776357828,0.9519230769230769,0.9935691318327974
0.24713456454175398,0.5887692266185048,0.424715774924279,0.25864564966394465,0.6163522012578616,0.943217665615142,0.9841772151898734
0.2422649342014361,0.7218946778781526,0.48219522206035986,0.2754278949513006,0.6303030303030303,0.9544072948328267,0.9939024390243902
0.24620494284441857,0.6975005896133931,0.43046328424188723,0.1961143193289343,0.6392405063291139,0.9619047619047619,0.9936305732484076
0.24882088469647864,0.632279868568067,0.35902647099193374,0.1994676552125898,0.6366559485530546,0.9516129032258065,0.9935275080906149
0.2494010079156724,0.659355969362,0.33519487338782233,0.20212156300785158,0.6270096463022508,0.9580645161290322,0.9967637540453075
0.24922049018378567,0.6522837327334529,0.334614598329001,0.2006853096994955,0.6357827476038339,0.9615384615384616,0.9967845659163987
